date,l_ipn,f,rolling_mean,rolling_std,upper_limit,anomaly,lag_1,lag_3,lag_7,pct_change,rolling_max,rolling_min,momentum,deviation_from_mean,z_score,anomaly_int,consecutive_anomalies,day_of_week,is_weekend,anomaly_isoforest,risk_score
2006-07-21,0,1243,1382.857142857143,1345.7970907695596,4074.451324396262,False,1501.0,4191.0,132.0,-0.17188540972684874,4191.0,166.0,-258.0,-139.8571428571429,-0.10392141785501631,0,0.0,4,0,0,0.07934384868096789
2006-07-22,0,492,1405.5714285714287,1326.32535690944,4058.2221423903084,False,1243.0,166.0,333.0,-0.6041834271922768,4191.0,166.0,-751.0,-913.5714285714287,-0.6887988810017281,0,0.0,5,1,0,0.392125465148674
2006-07-23,0,3797,1836.0,1559.4086486015574,4954.817297203115,False,492.0,1501.0,784.0,6.717479674796748,4191.0,166.0,3305.0,1961.0,1.2575279668887953,0,0.0,6,1,0,2.1195047071102655
2006-07-24,0,863,1750.4285714285713,1599.277321911667,4948.983215251906,False,3797.0,1243.0,1462.0,-0.7727153015538584,4191.0,166.0,-2934.0,-887.4285714285713,-0.5548934845264141,0,0.0,0,0,0,0.3873915449727095
2006-07-25,0,158,1174.2857142857142,1265.0417271491772,3704.3691685840686,False,863.0,492.0,4191.0,-0.8169177288528389,3797.0,158.0,-705.0,-1016.2857142857142,-0.8033614104906572,0,0.0,1,0,0,0.48540592588493975
2006-07-26,0,252,1186.5714285714287,1253.9868230491716,3694.5450746697716,False,158.0,3797.0,166.0,0.5949367088607596,3797.0,158.0,94.0,-934.5714285714287,-0.7452800969998559,0,0.0,2,0,0,0.40958221116513943
2006-07-27,0,278,1011.8571428571429,1287.6243536802485,3587.10585021764,False,252.0,863.0,1501.0,0.10317460317460325,3797.0,158.0,26.0,-733.8571428571429,-0.5699310789364492,0,0.0,3,0,0,0.22526952842140804
2006-07-28,0,1506,1049.4285714285713,1299.2772166532773,3647.983004735126,False,278.0,158.0,1243.0,4.41726618705036,3797.0,158.0,1228.0,456.57142857142867,0.3514041647197042,0,0.0,4,0,0,1.2273080044144864
2006-07-29,0,133,998.1428571428571,1331.6300072431823,3661.4028716292214,False,1506.0,252.0,492.0,-0.9116865869853917,3797.0,133.0,-1373.0,-865.1428571428571,-0.649687109737828,0,0.0,5,1,0,0.4553121351545877
2006-07-30,0,74,466.2857142857143,529.1133193956714,1524.512353077057,False,133.0,278.0,3797.0,-0.443609022556391,1506.0,74.0,-59.0,-392.2857142857143,-0.7414020635877095,0,0.0,6,1,0,0.3703929778947961
2006-07-31,0,146,363.85714285714283,508.5149714516547,1380.8870857604522,False,74.0,1506.0,863.0,0.972972972972973,1506.0,74.0,72.0,-217.85714285714283,-0.4284183373225846,0,0.0,0,0,0,0.39318966130614785
2006-08-01,0,426,402.14285714285717,500.4579331543699,1403.058723451597,False,146.0,133.0,158.0,1.9178082191780823,1506.0,74.0,280.0,23.857142857142833,0.047670624841664115,0,0.0,1,0,0,0.496136773489103
2006-08-02,0,1163,532.2857142857143,568.7045847906502,1669.6948838670146,False,426.0,74.0,252.0,1.7300469483568075,1506.0,74.0,737.0,630.7142857142857,1.1090367327636281,0,0.0,2,0,0,0.8206745935564717
2006-08-03,0,177,517.8571428571429,577.4453591961268,1672.7478612493965,False,1163.0,146.0,278.0,-0.8478073946689596,1506.0,74.0,-986.0,-340.8571428571429,-0.5902846590174529,0,0.0,3,0,0,0.41855147932334835
